,Companies,Farm Segment,Solution Focus,Country,All Investors,Total Funding,country,code_2,code_3,country_code,iso_3166_2,continent,sub_region,region_code,sub_region_code,Funding,region
376,Digi Rodeo,"Livestock, Poultry, & Meats",Monitoring & Management,Argentina,The Yield Lab,0.1,Argentina,AR,ARG,32,ISO 3166-2:AR,Americas,South America,19,5,100000,South America
377,Digital Grain Elevator,Crops,Packing & Supply Chain,United States,,0.06,United States,US,USA,840,ISO 3166-2:US,Americas,Northern America,19,21,60000,North America
378,Digital Green,Crops,Business Planning & Finance,India,"Google.org, Walmart.org",0.48,India,IN,IND,356,ISO 3166-2:IN,Asia,Southern Asia,142,34,480000,Asia
379,DirectFood.store,Multi-faceted,Distribution & Sales,Canada,Digital Technology Supercluster,0.76,Canada,CA,CAN,124,ISO 3166-2:CA,Americas,Northern America,19,21,760000,North America
380,DIT Technologies,"Livestock, Poultry, & Meats",Monitoring & Management,Australia,Australia Entrepreneurs' Programme,0.82,Australia,AU,AUS,36,ISO 3166-2:AU,Oceania,Australia and New Zealand,9,53,820000,Oceania
381,DroneSeed,Crops,Monitoring & Management,United States,"Techstars, Social Capital, SXSW, Elemental Excelerator, 10X Capital, Ashley Mayer, Awesome People Ventures, DBL Partners, Flight Ventures, Gaingels, HBS Alumni Angels Association, Seven Seven Six, Tobi Lutke",41.39,United States,US,USA,840,ISO 3166-2:US,Americas,Northern America,19,21,41390000,North America
382,Droni Tech,Crops,Monitoring & Management,India,Eagle Group,0.5,India,IN,IND,356,ISO 3166-2:IN,Asia,Southern Asia,142,34,500000,Asia
383,Dryland Genetics,Crops,Biotech,United States,"Next Level Ventures, Stine Seed",3.8,United States,US,USA,840,ISO 3166-2:US,Americas,Northern America,19,21,3800000,North America
384,Dynamic Motion,"Livestock, Poultry, & Meats",Monitoring & Management,United States,"gBETA, Innova Memphis, Invest Nebraska",1,United States,US,USA,840,ISO 3166-2:US,Americas,Northern America,19,21,1000000,North America
385,Dynaspace,Fishing & Seafood,Monitoring & Management,Norway,"Hatch, Grunderhub, Innovation Norway, VIS, Planet 9 Venture",0.61,Norway,NO,NOR,578,ISO 3166-2:NO,Europe,Northern Europe,150,154,610000,Europe
386,E Green Global,Crops,Biotech,South Korea,"Korea Development Bank, SK Group, YellowDog, ADB Ventures",15,South Korea,KR,KOR,410,ISO 3166-2:KR,Asia,Eastern Asia,142,30,15000000,Asia
387,E-Farm,Crops,Business Planning & Finance,Puerto Rico,Parallel18,0.04,Puerto Rico,PR,PRI,630,ISO 3166-2:PR,Americas,North America,19,29,40000,North America
388,E-FARM.com,Crops,Distribution & Sales,Germany,"CLAAS, Cremer, WiT Ventures",5.3,Germany,DE,DEU,276,ISO 3166-2:DE,Europe,Western Europe,150,155,5300000,Europe
389,Eagle Genomics,Multi-faceted,Biotech,United Kingdom,"Cambridge Angels, Cambridge Capital Group, Jonathan Milner, London Business Angels, Midven, UK Innovation & Science Seed Fund, ACF Investors, Innovate UK, Microsoft ScaleUp, Environmental Technologies Fund, Microsoft AI Factory, Tech Nation, Granpool Innovative Investments",18.05,United Kingdom,GB,GBR,826,ISO 3166-2:GB,Europe,Northern Europe,150,154,18050000,Europe
390,eAgronom,Crops,Monitoring & Management,Estonia,"Aivar Berzin, Andres Kull, Andrus Purde, Black Pearls VC, Martin Tajur, Ragnar Sass, Specialist VC, TMT Investments, Trind Ventures, Cats.vc, Iron Wolf Capital, Martin Villig, Superangel, Taavi Tamkivi, Yolo Investments, ZGI Capital, European Commission Grant",10.62,Estonia,EE,EST,233,ISO 3166-2:EE,Europe,Northern Europe,150,154,10620000,Europe
391,Earth Networks,Crops,Business Planning & Finance,United States,"HarbourVest Partners, Polaris Partners, Sequoia Capital, Patriot Capital, Advanced Environmental Monitoring",46.9,United States,US,USA,840,ISO 3166-2:US,Americas,Northern America,19,21,46900000,North America
392,EarthOptics,Crops,Monitoring & Management,United States,"AgTech Accelerator, FHB Ventures, Leaps by Bayer, Middleland Capital, Route 66 Ventures, S2G Ventures",15.25,United States,US,USA,840,ISO 3166-2:US,Americas,Northern America,19,21,15250000,North America
393,EarthSense,Crops,Monitoring & Management,United States,"AgLaunch, FoodBytes!, Innova Memphis, John Deere, Wells Fargo Innovation Incubator",1,United States,US,USA,840,ISO 3166-2:US,Americas,Northern America,19,21,1000000,North America
394,East West Agro,Crops,Business Planning & Finance,Lithuania,"Swedbank, Practica Capital",6.72,Lithuania,LT,LTU,440,ISO 3166-2:LT,Europe,Northern Europe,150,154,6720000,Europe
395,Eat Just,"Livestock, Poultry, & Meats",Biotech,United States,"Bill Gates, Khosla Ventures, Founders Fund, AME Cloud Ventures, Ash Patel, Collab+Currency, Eagle Cliff Partners, Horizons Ventures, Jessica Powell, New Ground Ventures, Scott Banister, BlackPine Private Equity Partners, Demis Hassabis, Eduardo Saverin, Marc Benioff, Mustafa Suleyman, Blue Horizon, Radicle Impact, Global Tech Ventures, Good Startup, Level One Fund, Powerplant Ventures, Cercano Management, Charlesbank Capital Partners, Qatar Investment Authority, Red Lions Capital, Graphene Ventures, K3 Ventures, UBS O'Connor, WP Global Partners, AIV Capital, CULT Food Science, Resilience Capital Partners, Resilience Reserve",706.6,United States,US,USA,840,ISO 3166-2:US,Americas,Northern America,19,21,706600000,North America
396,Eat Rustic,Crops,Distribution & Sales,Russian Federation,"Some Random VC, Vladimir Bakuteyev",0.3,Russian Federation,RU,RUS,643,ISO 3166-2:RU,Europe,Eastern Europe,150,151,300000,Europe
397,EAVISION,Crops,Monitoring & Management,China,"CITIC Agriculture Fund, Talent Capital, BASF, Bits x Bites, Chongshan Capital, Continental Grain, Oriza Holdings, Pagoda, Temasek, Yongxin Fangzhou, Zhidao Capital",30,China,CN,CHN,156,ISO 3166-2:CN,Asia,Eastern Asia,142,30,30000000,Asia
398,ec2ec,Crops,Monitoring & Management,Spain,Max Rudman,1.71,Spain,ES,ESP,724,ISO 3166-2:ES,Europe,Southern Europe,150,39,1710000,Europe
399,Ecoation Innovative Solutions,Crops,Monitoring & Management,Canada,"Angel Forum Vancouver, Creative Destruction Lab, Pyfera Capital, Innovate BC, Barney Pell, Pallasite Ventures, Sustainable Development Technology Canada, Floridienne",17.92,Canada,CA,CAN,124,ISO 3166-2:CA,Americas,Northern America,19,21,17920000,North America
400,Ecodudu,Crops,Monitoring & Management,Kenya,"GreenTec Capital Partners, Wimbart, @iBizAfrica, Pangea",0.1,Kenya,KE,KEN,404,ISO 3166-2:KE,Africa,Eastern Africa,2,14,100000,Africa
401,EcoPackers Inc.,Crops,Packing & Supply Chain,Canada,"Golden Ventures, Horizons Ventures",4.3,Canada,CA,CAN,124,ISO 3166-2:CA,Americas,Northern America,19,21,4300000,North America
402,ecoRobotix,Crops,Monitoring & Management,Switzerland,"4FO Venture Partners, Business Angels Switzerland, investiere, Foundation for Technological Innovation, BASF Venture Capital, Capagro Innovation, Swisscom Startup Challenge, 4FO Ventures Partners, Swisscom Ventures, Verve Ventures",28.91,Switzerland,CH,CHE,756,ISO 3166-2:CH,Europe,Western Europe,150,155,28910000,Europe
403,Ecto,Fishing & Seafood,Monitoring & Management,United States,"The Yield Lab, Founder.org, Vodia Capital, Aqua-Spark, U.S. Department of Agriculture, National Science Foundation, Paycheck Protection Program",14.82,United States,US,USA,840,ISO 3166-2:US,Americas,Northern America,19,21,14820000,North America
404,,"Livestock, Poultry, & Meats",Biotech,United States,"Aqua-Spark, Rabo Frontier Ventures, Seventure Partners, Vodia Ventures, Yield Lab Europe",7,United States,US,USA,840,ISO 3166-2:US,Americas,Northern America,19,21,7000000,North America
405,Eden Green Technology,Crops,Monitoring & Management,United States,,16,United States,US,USA,840,ISO 3166-2:US,Americas,Northern America,19,21,16000000,North America
406,Eden Towers,Crops,Monitoring & Management,Australia,Government of Western Australia,0.26,Australia,AU,AUS,36,ISO 3166-2:AU,Oceania,Australia and New Zealand,9,53,260000,Oceania
407,EdenShield,Crops,Biotech,Israel,"The Trendlines Group, OurCrowd",3,Israel,IL,ISR,376,ISO 3166-2:IL,Asia,Western Asia,142,145,3000000,Asia
408,edete Precision Agriculture Technologies,Crops,Monitoring & Management,Israel,"Israel Innovation Authority, Kibbutz Malkia",3,Israel,IL,ISR,376,ISO 3166-2:IL,Asia,Western Asia,142,145,3000000,Asia
409,Edible Garden,Crops,Monitoring & Management,United States,"Unrivaled Brands, Paycheck Protection Program",3.78,United States,US,USA,840,ISO 3166-2:US,Americas,Northern America,19,21,3780000,North America
410,Edison Agrosciences,Crops,Biotech,United States,"BioGenerator, Missouri Technology Corporation, Arch Grants",0.85,United States,US,USA,840,ISO 3166-2:US,Americas,Northern America,19,21,850000,North America
411,EditForce,Crops,Biotech,Japan,"KISCO, QB Capital, University of Tokyo Edge Capital, ITOCHU Technology Ventures, Japan Science and Technology Agency, K4 Ventures, Newton Biocapital, Global Brain, KDDI Open Innovation Fund, FFG Venture Business Partners, MP Healthcare Venture Management, Yoshimei",23.82,Japan,JP,JPN,392,ISO 3166-2:JP,Asia,Eastern Asia,142,30,23820000,Asia
412,EDN,Crops,Monitoring & Management,United States,Techstars,6.5,United States,US,USA,840,ISO 3166-2:US,Americas,Northern America,19,21,6500000,North America
413,Edyn,Crops,Monitoring & Management,United States,"Y Combinator, Kickstarter, Indicator Ventures, Pegasus Tech Ventures, QueensBridge Venture Partners, Sinovation Ventures, Morningside Technology Ventures, THRIVE Accelerator, Orange Fab",4.24,United States,US,USA,840,ISO 3166-2:US,Americas,Northern America,19,21,4240000,North America
414,Eekifoods,Crops,Monitoring & Management,India,"Dipesh Palod, GSF India, Naho Shigeta, Shalin Shah, Sumit Jain, Abhishek Kejriwal, Avaana Capital, Gopinath K, Harsh Shah, Kunal Shah, O2 Angels Network, Ramakant Sharma, Spectrum Impact",2,India,IN,IND,356,ISO 3166-2:IN,Asia,Southern Asia,142,34,2000000,Asia
415,EF Polymer,Crops,Biotech,India,"Okinawa Institute of Science and Technology, Beyond Next Ventures, MTG Ventures, Tatsuya Suzuki, Yosemite LLC",10.36,India,IN,IND,356,ISO 3166-2:IN,Asia,Southern Asia,142,34,10360000,Asia
416,EFC Systems,Crops,Packing & Supply Chain,United States,"Land O'Lakes, Paycheck Protection Program, EverAg",3.5,United States,US,USA,840,ISO 3166-2:US,Americas,Northern America,19,21,3500000,North America
417,eFishery,Fishing & Seafood,Monitoring & Management,Indonesia,"Get in the Ring, Aqua-Spark, Ideosource, Google for Startups Accelerator, Pearse Lyons Cultivator, 500 Global, Maloekoe Ventures, Social Capital, Triputra Group, Unreasonable Capital, Wavemaker Partners, Unreasonable Group, Endeavor, Go-Ventures, Northstar Group, Sequoia Capital India, SoftBank Group, Temasek",110.37,Indonesia,ID,IDN,360,ISO 3166-2:ID,Asia,South-Eastern Asia,142,35,110370000,Asia
418,Eggoz,"Livestock, Poultry, & Meats",Biotech,India,"Anurag Jhanwar, Mohini Jhanwar, Narendra Sankar, Sunil Mishra, Vishal Sharma, AngelList, Ankit Parasher, Pushkar Singh, Sudarshan Ravi, Tracxn Labs, Tri-Deep Capital, Avaana Capital, Rebright Partners, Bellerive Finance, Indresh Saluja, NabVentures, Sanjiv Rangrass",5.51,India,IN,IND,356,ISO 3166-2:IN,Asia,Southern Asia,142,34,5510000,Asia
419,EIO Diagnostics,"Livestock, Poultry, & Meats",Monitoring & Management,United States,"Food-X, SOSV, The Yield Lab, Techstars",0.27,United States,US,USA,840,ISO 3166-2:US,Americas,Northern America,19,21,270000,North America
420,Eirene Solutions,Crops,Monitoring & Management,Brazil,"Techtools Ventures, CapTable",0.94,Brazil,BR,BRA,76,ISO 3166-2:BR,Americas,South America,19,5,940000,South America
421,Elaisian,Crops,Monitoring & Management,Italy,"Startupbootcamp FoodTech, Mamacrowd, Fortitude Re, Innova.ventures, Lazio Innova",1.3,Italy,IT,ITA,380,ISO 3166-2:IT,Europe,Southern Europe,150,39,1300000,Europe
422,eLEAF,Crops,Monitoring & Management,Netherlands,Horizon 2020,0.06,Netherlands,NL,NLD,528,ISO 3166-2:NL,Europe,Western Europe,150,155,60000,Europe
423,Elevate Farms,Crops,Monitoring & Management,Canada,"Brightspark Ventures, North Star Agriculture",11.36,Canada,CA,CAN,124,ISO 3166-2:CA,Americas,Northern America,19,21,11360000,North America
424,Elicit Plant,Crops,Biotech,France,"Aquiti Gestion, Bpifrance, Credit Agricole, European Circular Bioeconomy Fund, Sofinnova Partners",18.29,France,FR,FRA,250,ISO 3166-2:FR,Europe,Western Europe,150,155,18290000,Europe
425,EM3 AgriServices,Crops,Business Planning & Finance,India,"Lightrock, Global Innovation Fund, Soros Economic Development Fund",14.6,India,IN,IND,356,ISO 3166-2:IN,Asia,Southern Asia,142,34,14600000,Asia
426,Embedded Control Designs,Crops,Monitoring & Management,United States,FireSpring Seed Accelerator,0.03,United States,US,USA,840,ISO 3166-2:US,Americas,Northern America,19,21,30000,North America
427,EMI Information,Multi-faceted,Business Planning & Finance,China,"Ether Capital, GGV Capital, Matrix Partners China, UNITY VENTURES",2.8,China,CN,CHN,156,ISO 3166-2:CN,Asia,Eastern Asia,142,30,2800000,Asia
428,Enalta,Crops,Monitoring & Management,Brazil,"KPTL, SP Ventures",5,Brazil,BR,BRA,76,ISO 3166-2:BR,Americas,South America,19,5,5000000,South America
429,Energid Technologies,Crops,Monitoring & Management,United States,"U.S. Department of Defense, MassVentures, Teradyne",0.5,United States,US,USA,840,ISO 3166-2:US,Americas,Northern America,19,21,500000,North America
430,Energie Solutions Air,"Livestock, Poultry, & Meats",Monitoring & Management,Canada,"Anges Quebec, Canada Economic Development, Desjardins Capital, Fonds Innovexport, Sherbrooke Capital",0.8,Canada,CA,CAN,124,ISO 3166-2:CA,Americas,Northern America,19,21,800000,North America
431,Enko Chem,Crops,Monitoring & Management,United States,"Anterra Capital, Bill & Melinda Gates Foundation, Finistere Ventures, Germin8 Ventures, Novalis LifeSciences, Rabo Food & Agri Innovation Fund, To Ventures Food",52.5,United States,US,USA,840,ISO 3166-2:US,Americas,Northern America,19,21,52500000,North America
432,EnMass Energy,Multi-faceted,Monitoring & Management,United States,"Techstars, Blue Bear Capital, Climate Cloud, Looking Glass Capital",4.05,United States,US,USA,840,ISO 3166-2:US,Americas,Northern America,19,21,4050000,North America
433,Enorm,"Livestock, Poultry, & Meats",Biotech,Denmark,DLG,55.89,Denmark,DK,DNK,208,ISO 3166-2:DK,Europe,Northern Europe,150,154,55890000,Europe
434,ENOUGH,"Livestock, Poultry, & Meats",Biotech,United Kingdom,"Data Collective, EOS Advisory, Nick Elmslie, Scottish Investment Bank, University of Strathclyde, AXA Investment Managers, CPT Capital, HAL Investments, Nutreco, Olympic Investments, Scottish Enterprise, Tailored Solutions",58.69,United Kingdom,GB,GBR,826,ISO 3166-2:GB,Europe,Northern Europe,150,154,58690000,Europe
435,Enterra,Crops,Biotech,Canada,"Rio Investment Partners, Wheatsheaf Investments, ADM Capital, PHW, Government of Canada",9.71,Canada,CA,CAN,124,ISO 3166-2:CA,Americas,Northern America,19,21,9710000,North America
436,Entocycle,Crops,Biotech,United Kingdom,"MassChallenge, The Good Kitchen, Y Combinator, ESA BIC Harwell, Pearse Lyons Cultivator, UK Research and Innovation",13.1,United Kingdom,GB,GBR,826,ISO 3166-2:GB,Europe,Northern Europe,150,154,13100000,Europe
437,EnviroKure,Crops,Biotech,United States,"Ben Franklin Technology Partners of Southeastern PA, Paycheck Protection Program",2.25,United States,US,USA,840,ISO 3166-2:US,Americas,Northern America,19,21,2250000,North America
438,EQUInom,Crops,Biotech,Israel,"Hazera, Fortissimo Capital, Roquette, BASF Venture Capital, The Trendlines Group, Maverick Ventures, Phoenix",40.25,Israel,IL,ISR,376,ISO 3166-2:IL,Asia,Western Asia,142,145,40250000,Asia
439,Esoko Networks,Crops,Business Planning & Finance,Ghana,"Acumen, Lundin Foundation, Impulse UM6P",1.5,Ghana,GH,GHA,288,ISO 3166-2:GH,Africa,Africa,2,11,1500000,Africa
440,Eternal,"Livestock, Poultry, & Meats",Biotech,Argentina,,15,Argentina,AR,ARG,32,ISO 3166-2:AR,Americas,South America,19,5,15000000,South America
441,EthioChicken,"Livestock, Poultry, & Meats",Monitoring & Management,Ethiopia,Finnish Fund for Industrial Cooperation,15,Ethiopia,ET,ETH,231,ISO 3166-2:ET,Africa,Eastern Africa,2,14,15000000,Africa
442,Eurocelp,Crops,Monitoring & Management,France,Scal'E-nov,0.03,France,FR,FRA,250,ISO 3166-2:FR,Europe,Western Europe,150,155,30000,Europe
443,Evergreen Environmental,Crops,Biotech,Canada,,0.25,Canada,CA,CAN,124,ISO 3166-2:CA,Americas,Northern America,19,21,250000,North America
444,Evja,Crops,Monitoring & Management,Italy,"TIM #WCAP, Startupbootcamp FoodTech, Agro Innovation Lab",0.06,Italy,IT,ITA,380,ISO 3166-2:IT,Europe,Southern Europe,150,39,60000,Europe
445,Evo Foods,"Livestock, Poultry, & Meats",Biotech,India,"Big Idea Ventures, Shiok Meats, Ryan Bethencourt, Lightspeed Extreme Entrepreneurs, 7 Hound Ventures, Anil Advani, Hearthstone Investments, Kale United, Michiel van Deursen, Shaun Neff, Sustainable Food Ventures, Vaibhav Domkudwar, Kanca Ventures, Research Innovation Incubation Design Labs",0.94,India,IN,IND,356,ISO 3166-2:IN,Asia,Southern Asia,142,34,940000,Asia
446,Evologic Technologies,Crops,Monitoring & Management,Austria,"Agro Innovation Lab, Horizon 2020, BayWa Ventures, Mauthner Bio, RWA Invest",3.06,Austria,AT,AUT,40,ISO 3166-2:AT,Europe,Western Europe,150,155,3060000,Europe
447,Evonetix,Multi-faceted,Biotech,United Kingdom,"Cambridge Consultants, Civilization Ventures, Data Collective, Molten Ventures, Morningside Technology Ventures, Providence Investment, Rising Tide Fund, Innovate UK, Foresite Capital, Providence Equity Partners",44,United Kingdom,GB,GBR,826,ISO 3166-2:GB,Europe,Northern Europe,150,154,44000000,Europe
448,Evozyne,Crops,Biotech,United States,,81.83,United States,US,USA,840,ISO 3166-2:US,Americas,Northern America,19,21,81830000,North America
449,Ex Machina,Crops,Monitoring & Management,Greece,HAX,10.3,Greece,GR,GRC,300,ISO 3166-2:GR,Europe,Southern Europe,150,39,10300000,Europe
